2020-10-01 23:59:45,b'MelissaOnline',b'4 tips to help your #business survive the #coronavirus #pandemic from #beauty icon Bobbi Brown\xe2\x80\xa6 https://t.co/UiP7024XM0'
2020-10-01 23:59:31,b'gescheidle',"b""@B52Malmet I've been wondering the same thing and praying for the day! Come on , karma! #coronavirus"""
2020-10-01 23:59:18,b'techjunkiejh',b'#Coronavirus cases are rising in 25 states \xe2\x80\x94 Axios https://t.co/VQP9mH9U3N #CoronaVtj https://t.co/uKm9VDbRGD'
2020-10-01 23:58:21,b'bPositive_',b'#Republicans continue to stand in the way of #Coronavirus economic #ReliefAid. #LetThemEatCake #TheForgottenMan\xe2\x80\xa6 https://t.co/1q3g1SdI8R'
2020-10-01 23:58:09,b'GlobalPandemics',b'ALERT: Virtual fitness classes allow this community battling\naddiction to gain strength during lockdown - Global Pa\xe2\x80\xa6 https://t.co/RhHClRhGZv'
2020-10-01 23:57:58,b'FizzleGG',b'Clout check. If you know you know. #coronavirus https://t.co/BrgWBEs4iH'
2020-10-01 23:57:32,b'wtva9news',"b'CORONAVIRUS FOUND: A student at #Okolona High School tested positive for the #coronavirus, and the school district\xe2\x80\xa6 https://t.co/6lBS8M2T4P'"
2020-10-01 23:57:31,b'MicrobesInfect',b'Loss Of Smell &amp; Taste A Significant Indicator Of #COVID19 Infection\n\nA study surveyed 590 individuals who reported\xe2\x80\xa6 https://t.co/KwU0IIH9pU'
2020-10-01 23:57:28,b'Fromgirltogirl',b'\xf0\x9f\x93\xb7 Virtual #halloween it is. Of course only do this with people you know and trust. #coronavirus #trickortreating\xe2\x80\xa6 https://t.co/XJ7bE9rLAA'
2020-10-01 23:57:28,b'caseymcfall',b'I wonder how #MAGA feels about Kushner\xe2\x80\x99s project being backed by Soros. Project intends to profit from  \xe2\x80\x9cunpreceden\xe2\x80\xa6 https://t.co/7fbfrhBZWq'
2020-10-01 23:57:26,b'Fromgirltogirl',b'Virtual #halloween it is. Of course only do this with people you know and trust.\n\n#coronavirus #trickortreating\xe2\x80\xa6 https://t.co/05gMmn67q8'
2020-10-01 23:57:07,b'LegalLining',"b'Americans are sick, in pain, in mourning, struggling, angry, frustrated and seeking hope for the future. #Trump mus\xe2\x80\xa6 https://t.co/2Ivm3TyhWn'"
2020-10-01 23:56:46,b'GlobalPandemics',"b""ALERT: A family of 7 lost their home in Washington's wildfires.\nThen they all got Covid-19 - Global Pandemic News |\xe2\x80\xa6 https://t.co/n5BFb8DcVM"""
2020-10-01 23:56:45,b'Vic_Stone1',b'King: This is the opposite of what Trump tells you https://t.co/6q32mjU7B3 via @YouTube #COVID19 #coronavirus #CoronavirusPandemic'
2020-10-01 23:56:33,b'EricRossKOAA',"b'During this #coronavirus pandemic, we all depend on government agencies to be #transparent and provide #accurate da\xe2\x80\xa6 https://t.co/ucoZfcVZPN'"
2020-10-01 23:56:33,b'flyingeze',b'Millions of coronavirus rapid tests won\xe2\x80\x99t arrive for months: Health Canada - National\nhttps://t.co/VKWsh8IKd7\xe2\x80\xa6 https://t.co/pgAgCztqqM'
2020-10-01 23:56:32,b'wtva9news',"b""AT THE CAPITOL: Hospitals, veterans' centers, farmers and landlords in Mississippi could receive money to respond t\xe2\x80\xa6 https://t.co/ItaY2ePpvF"""
2020-10-01 23:56:13,b'trudygonzales',b'@bopinion Demographics of Shasta County \n\nAs more people go to Shasta County  #coronavirus cases will go up https://t.co/0tf2UnSfDX'
2020-10-01 23:56:01,b'JPPerry11',"b'@US_FDA Ino-4800 is the best vaccine for Covid and FDA is blocking the progress, $ino just won yday this award!\xe2\x80\xa6 https://t.co/JF7IalLUlg'"
2020-10-01 23:55:44,b'DimoYagcioglu',b'The #Coronav\xc4\xb1rus Pandemic Highlights Deep-Rooted Problems in Native American Health Service.\xe2\x80\xa6 https://t.co/iDBATPDqf9'
2020-10-01 23:55:41,b'SwerianBot',b'#fact : Most of the people who catch COVID-19 can recover and eliminate the virus from their bodies. #coronavirus\xe2\x80\xa6 https://t.co/I1QVyW5VDL'
2020-10-01 23:55:33,b'AutumnE50',"b'An NYC Wedding With Nearly 300 Guests Was Raided by Police #COVID19 \n\nBasically, another #coronavirus disaster part\xe2\x80\xa6 https://t.co/4LTs1Ux2fk'"
2020-10-01 23:55:32,b'Walesdementia',b'The devastating impact of #coronavirus on people with #dementia\n\nDE https://t.co/p9w1nBux5s'
2020-10-01 23:55:29,b'tezuma75',"b'#France is now averaging 12,000 new #coronavirus cases per day, as #Europe faces what looks like a #secondwave of\xe2\x80\xa6 https://t.co/9Rz0oQcEbK'"
2020-10-01 23:55:15,b'amaizuskitchen',"b'@BigTimmz Stay fit, exercise, eat healthy, be safe,  beats any unsafe vaccination  #coronavirus has turned the world upside down.\xf0\x9f\x92\x94'"
2020-10-01 23:55:15,b'LabourMrktTrend',"b'Amazon says more than 19,000 workers got Covid-19 #COVID19 #coronavirus #pandemic  https://t.co/aNHYUhCrdR'"
