2020-07-16 23:59:54,b'TheInBeauty',"b""Summer time #selfcare at it's best #coronavirus #COVID\n#StaySafeStayHealthy https://t.co/Y8ndQOmYOT"""
2020-07-16 23:59:53,b'CovfefeKatie',"b'Because of those that weaponized #COVID, the media, health officials, politicians, that lied there is legitimate do\xe2\x80\xa6 https://t.co/YM41Zn4bpm'"
2020-07-16 23:59:51,b'blancamesa',"b'With record-breaking #COVID cases and full ICUs, is there any other option but closing down in @miamidadecounty. Is\xe2\x80\xa6 https://t.co/eqFs1GcYtf'"
2020-07-16 23:59:50,b'BoundwoodHome',"b'Appointment made. It\xe2\x80\x99s time again to see if I\xe2\x80\x99m gonna kill my parents with my very presence, it\xe2\x80\x99s #COVID testing season! I feel awful \xf0\x9f\x98\xb7'"
2020-07-16 23:59:49,b'Deez202Nutz',b'@chicagosmayor Yeah the supporters of trump have no clue..jump on the bandwagon of whatever spews out of the WH...m\xe2\x80\xa6 https://t.co/QYckpF0bMN'
2020-07-16 23:59:42,b'_Jstubb',b'When does this become a problem for Florida? Crushing projections and hospitalizations continue to rise. #COVID\xe2\x80\xa6 https://t.co/FdUBTC05Q6'
2020-07-16 23:59:36,b'KnitterSanity',b'Dear #POTUS @realDonaldTrump: Please #RiddleMeThis - What does a #payrolltaxcredit do for pple who are #Unemployed\xe2\x80\xa6 https://t.co/Jdcq7KQ3Nl'
2020-07-16 23:59:30,b'Peter01166655',b'Updated COVID-19 stats:\nsorted by RATE OF INCREASE IN DEATHS\n\n#coronavirus #COVID #Covid_19 #COVID2019 #COVID\xe3\x83\xbc19\xe2\x80\xa6 https://t.co/I6zgAT1ztk'
2020-07-16 23:59:29,b'Peter01166655',b'Updated COVID-19 stats:\nsorted by RATE OF INCREASE IN CASES\n\n#coronavirus #COVID #Covid_19 #COVID2019 #COVID\xe3\x83\xbc19\xe2\x80\xa6 https://t.co/0Xqksyo8fx'
2020-07-16 23:59:28,b'Peter01166655',b'Updated COVID-19 stats:\nsorted by MULTIPLICATIVE PRODUCT OF PERCENT INCREASE IN CASES AND PERCENT INCREASE IN DEATH\xe2\x80\xa6 https://t.co/DvtKjg2QH4'
2020-07-16 23:59:28,b'KavaScott',b'Has anyone noticed that there\xe2\x80\x99s been a case of the plague reported in Mongolia - where someone died - and COLORADO?\xe2\x80\xa6 https://t.co/jqN9R5Ufai'
2020-07-16 23:59:27,b'Randy_Bo_Bandyy',b'Trump is full of it about his testing claims. I was tested over 10 days ago &amp; still don\xe2\x80\x99t have results b/c of the b\xe2\x80\xa6 https://t.co/saHSkzGfQT'
2020-07-16 23:59:27,b'Peter01166655',b'Updated COVID-19 stats:\nsorted by PERCENT CASE FATALITY\n\n#coronavirus #COVID #Covid_19 #COVID2019 #COVID\xe3\x83\xbc19 #covid19 https://t.co/zQVDEJwUZC'
2020-07-16 23:59:26,b'Peter01166655',"b'Updated COVID-19 stats:\nsorted by NUMBER OF DEATHS PER 100,000 PEOPLE\n\n#coronavirus #COVID #Covid_19 #COVID2019\xe2\x80\xa6 https://t.co/qgwpx7vl8D'"
2020-07-16 23:59:25,b'Peter01166655',b'Updated COVID-19 stats:\nsorted by PERCENT INCREASE IN NUMBER OF DEATHS FROM THE PREVIOUS WEEK\n\n#coronavirus #COVID\xe2\x80\xa6 https://t.co/uINeAIIUGk'
2020-07-16 23:59:25,b'photowarrior',b'VicPD @ChiefManak uses Trump #COVID testing logic with #StreetChecks (no tests = no cases)\n\nWhere Cops Street Check\xe2\x80\xa6 https://t.co/v9JBBIBc3o'
2020-07-16 23:59:24,b'Peter01166655',b'Updated COVID-19 stats:\nsorted by TOTAL NUMBER OF DEATHS\n\n#coronavirus #COVID #Covid_19 #COVID2019 #COVID\xe3\x83\xbc19\xe2\x80\xa6 https://t.co/qMUeJaYNy7'
2020-07-16 23:59:23,b'DrArieZPhD',"b'A great post by pediatric psychologist Dr. Mark Popenhagen, my colleague at @barrowpch @PhxChildrens on straightfor\xe2\x80\xa6 https://t.co/sjwbbc2n3S'"
2020-07-16 23:59:23,b'Peter01166655',"b'Updated COVID-19 stats:\nsorted by NUMBER OF COVID-19 CASES PER 100,000 PEOPLE\n\n#coronavirus #COVID #Covid_19\xe2\x80\xa6 https://t.co/UwnK2KPESH'"
2020-07-16 23:59:22,b'Peter01166655',b'Updated COVID-19 stats:\nsorted by PERCENT INCREASE IN TOTAL COVID-19 CASES FROM THE PREVIOUS WEEK\n\n#coronavirus\xe2\x80\xa6 https://t.co/OaGrtW6UYI'
2020-07-16 23:59:21,b'Peter01166655',b'Updated COVID-19 stats:\nsorted by TOTAL COVID-19 CASES\n\n#coronavirus #COVID #Covid_19 #COVID2019 #COVID\xe3\x83\xbc19 #covid19 https://t.co/VfoFbl4AlJ'
2020-07-16 23:59:20,b'Peter01166655',b'Updated COVID-19 stats:\nsorted by COUNTRY / REGION / SOVERIGNTY\n\n#coronavirus #COVID #Covid_19 #COVID2019 #COVID\xe3\x83\xbc19\xe2\x80\xa6 https://t.co/Anu2gi3pWl'
2020-07-16 23:59:19,b'ScribblingDrake',b'Maybe the visual will help you folks making the oxygen argument quit already. Wear the mask. \n\n#wearamask #covid\n\n https://t.co/oe0BTYbWtw'
2020-07-16 23:59:15,b'ksusze',b'They may have a bigger problem with #Flu spreading in those centers than #COVID! @SeanAMandel https://t.co/7B58pwtviQ'
2020-07-16 23:59:14,b'FeliciaOgilby',"b""KAREN Goes CRAZY Over NO MASK  &amp; Coughs On Me To Spread #COVID \nHere's The Video:\nhttps://t.co/gWRK0RpNti\xe2\x80\xa6 https://t.co/CsSu0LPcME"""
2020-07-16 23:59:07,b'politicalmoney0',b'@realDonaldTrump Is it possible I can get some appropriations over here so I can discharge some public debt buy a c\xe2\x80\xa6 https://t.co/OLMwnFrXBB'
2020-07-16 23:59:05,b'ejkrska',b'@overtimedeals We sell these by the pallet starting at $20 a gallon! FDA approved and made in the USA. Feel free to\xe2\x80\xa6 https://t.co/SOiaf0uxkk'
2020-07-16 23:59:04,b'kyliecantwell',"b""Seriously, whose idea was it to offer Krispy Kremes en masse - it doesn't take Einstein to realise crowds = increas\xe2\x80\xa6 https://t.co/i5h62MxDdt"""
