2020-07-17 23:59:40,b'JamesStarvoice',b'I made my novel FREE for all of\xe2\x9d\xa4\xef\xb8\x8fYOU\xe2\x9d\xa4\xef\xb8\x8fENJOY! \xf0\x9f\xa5\xb0\nhttps://t.co/FYBqubT8c5\n\n#fantasy #thriller #horror #fiction\xe2\x80\xa6 https://t.co/gyEpZhdJ01'
2020-07-17 23:59:12,b'davidpmerriam',"b'The #USconstitution affords us various rights, but it does not give ANY of us the right to put other lives at risk.\xe2\x80\xa6 https://t.co/tHuJIu49Vj'"
2020-07-17 23:59:10,b'mutewitness1',b'Fantasy baseball draft this weekend...my prep is lurking on IG and Twitter accounts to see who was taking #COVID se\xe2\x80\xa6 https://t.co/88QKFUxrYg'
2020-07-17 23:59:10,b'GokselBelli',"b'For the solution of extraordinary crises, it is necessary to produce extraordinary solutions, not ordinary solution\xe2\x80\xa6 https://t.co/Ufb2HPGiro'"
2020-07-17 23:59:04,b'rquijano2',"b'\xe2\x80\x9cUntil we have a vaccine for #COVID, the closest thing we have to a vaccine is a facemask\xe2\x80\x9d \n\n- Republican Georgia M\xe2\x80\xa6 https://t.co/ObG4rUG2aM'"
2020-07-17 23:58:31,b'charterofrights',b'Have your say on how the #BC #government spends $1.5 billion in #COVID-19 #recoveryfunds. What projects would you l\xe2\x80\xa6 https://t.co/62YQZ6wW5F'
2020-07-17 23:58:12,b'hannah_c_e',b'I had cardiovascular problems and fatigue for years after getting mono in college. I also have had asthma my whole\xe2\x80\xa6 https://t.co/0QFlsW3P71'
2020-07-17 23:58:06,b'progresvforever',b'#Idaho country club\xe2\x80\x99s #COVID-19 outbreak has grown. It now includes 2 golf tournaments huge outbreaks\n\nhttps://t.co/ThLhqcHvJi'
2020-07-17 23:57:55,b'DreamsAtStake',b'Could COVID-19 Trigger Chronic Disease in Some People? https://t.co/r4w2qdKFnv #mecfs #covid'
2020-07-17 23:57:33,b'USWeatherExpert',b'Both of these from today. Completely different sources.\n\nWhat the hell is going on?\n\nHyping case numbers for more f\xe2\x80\xa6 https://t.co/KIEW6mxoHf'
2020-07-17 23:57:31,b'geoffcaldwell',"b'FACT:  Republicans should be honest.  Democrats sending #COVID patients into nursing homes didn\'t just ""endanger"" l\xe2\x80\xa6 https://t.co/e6zaMdCjNx'"
2020-07-17 23:57:31,b'GurasisSinghYT',b'We have now crossed over 7 months fighting this disease and I am sure that we #humans have the capability to fight\xe2\x80\xa6 https://t.co/BGGnEC0pQB'
2020-07-17 23:57:25,b'StartupsReally',"b'#StartupRealities: UpDownAircon creates downward #draught in #office buildings to mitigate #Covid. \n\n#startup,\xe2\x80\xa6 https://t.co/s0WihzjiPj'"
